codigo_comuna,nombre_comuna,region,cai_v1,ranking_v1,quintil_v1,cai_v2,ranking_v2,quintil_v2,expo_promedio_hab,cambio_ranking
14203,Lago Ranco,Los Ríos,0.28317060249153087,145,Q3 · Medio,0.3166756657827441,252,Q2 · Bajo,1.4074655722732701e-6,-107
14204,Río Bueno,Los Ríos,0.43056249239043687,124,Q4 · Alto,1.2342976441831117,191,Q3 · Medio,5.8827275677833405e-6,-67
14201,La Unión,Los Ríos,0.8818986599767819,84,Q4 · Alto,7.0542139149994565,76,Q4 · Alto,3.880940473497482e-5,8
14202,Futrono,Los Ríos,0.23002916055400183,161,Q3 · Medio,0.3419127849912386,249,Q2 · Bajo,1.636036836602218e-6,-88
14104,Los Lagos,Los Ríos,0.34552190195012233,133,Q4 · Alto,3.1766053775337406,121,Q4 · Alto,1.5838186648707205e-5,12
14105,Máfil,Los Ríos,0.27096703813589285,150,Q3 · Medio,1.605163853200746,173,Q3 · Medio,7.730752877430308e-6,-23
14103,Lanco,Los Ríos,0.23737786908210098,159,Q3 · Medio,2.604270411417445,135,Q4 · Alto,1.2260978123240285e-5,24
14106,Mariquina,Los Ríos,0.518111483937314,112,Q4 · Alto,2.2013581558452615,143,Q3 · Medio,1.0522123948647863e-5,-31
14107,Paillaco,Los Ríos,0.023039433492455588,303,Q1 · Muy bajo,0.11161585096525188,290,Q1 · Muy bajo,5.094842068136988e-7,13
14108,Panguipulli,Los Ríos,0.1972576888851778,172,Q3 · Medio,2.00643714142659,151,Q3 · Medio,9.104463411556763e-6,21
14102,Corral,Los Ríos,1.816567760830288,70,Q4 · Alto,8.729726428151714,63,Q5 · Muy alto,4.857698814477738e-5,7
14101,Valdivia,Los Ríos,0.48399579463086884,117,Q4 · Alto,9.267445278112591,61,Q5 · Muy alto,5.553886584609515e-5,56
15101,Arica,Arica y Parinacota,0.13969445634645877,198,Q3 · Medio,1.8202504180934023,159,Q3 · Medio,8.974675805033236e-6,39
15102,Camarones,Arica y Parinacota,1.9362230421125006,67,Q5 · Muy alto,0.5275788869889321,232,Q2 · Bajo,2.339302840734587e-6,-165
15202,General Lagos,Arica y Parinacota,0,341,Q1 · Muy bajo,0,343,Q1 · Muy bajo,0,-2
15201,Putre,Arica y Parinacota,0.004578575532646804,335,Q1 · Muy bajo,5.033597899666505e-4,338,Q1 · Muy bajo,2.227697372827222e-9,-3
16102,Bulnes,Ñuble,1.7108015772269338,76,Q4 · Alto,11.539981918814835,52,Q5 · Muy alto,6.923029144139052e-5,24
16108,San Ignacio,Ñuble,0.011386793732280373,322,Q1 · Muy bajo,0.06286523067403797,311,Q1 · Muy bajo,2.6800391564390447e-7,11
16107,Quillón,Ñuble,0.03306062800002903,290,Q1 · Muy bajo,0.5571757513406256,228,Q2 · Bajo,2.5613450208858086e-6,62
16202,Cobquecura,Ñuble,0.03613976377440508,283,Q1 · Muy bajo,0.031516766964786856,320,Q1 · Muy bajo,1.4095320011099802e-7,-37
16201,Quirihue,Ñuble,0.06433088806522234,255,Q2 · Bajo,0.33162670273815337,250,Q2 · Bajo,1.5089748553475002e-6,5
16207,Treguaco,Ñuble,0.465294101473621,120,Q4 · Alto,2.3990979186758503,139,Q3 · Medio,1.1810408764889914e-5,-19
